"CRUISE6", "CRUISE", "STRATUM", "TOW", "STATION", "STATUS_CODE", "ID", "SVSPP", "CATCHSEX", "INDID", "LENGTH", "INDWT", "SEX", "MATURITY", "AGE", "AGE_DATA_FLAG", "STOM_VOLUME", "STOM_WGT", "IND_FISH_COMMENTS"
"199470","9470","04070","001","0005","10","199470040700010005","077",,2,37,.46,"2","R",," ",,," "
"199470","9470","04070","001","0005","10","199470040700010005","077",,3,38,.18,"1","D",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","072",,1,23,.1,"2","I",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","072",,2,24,.1,"1","T",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","072",,3,39,.55,"2","D",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","072",,4,31,,"2","T",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","072",,5,25,.15,"1","T",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","076",,1,57,1.55,"2","I",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","076",,2,45,.75,"1","I",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","076",,3,42,.55,"2","I",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","076",,4,38,.45,"1","I",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","077",,1,50,1,"2","D",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","077",,2,37,.45,"2","D",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","077",,3,33,.25,"2","D",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","077",,4,38,.45,"2","D",," ",,," "
"199470","9470","04060","001","0007","10","199470040600010007","077",,5,44,.6,"2","D",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","072",,1,24,.1,"1","T",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","072",,2,27,.2,"2","D",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","072",,3,34,.35,"2","D",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","072",,4,26,.15,"2","D",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","072",,5,28,.15,"2","D",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","076",,1,60,2.6,"2","I",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","076",,2,44,.75,"2","I",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","076",,3,33,.25,"1","I",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","076",,4,37,.4,"2","I",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","076",,5,34,.35,"1","I",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","077",,1,40,.5,"2","D",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","077",,2,42,.6,"2","T",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","077",,3,33,.25,"1","D",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","077",,4,30,.2,"1","D",," ",,," "
"199470","9470","04060","010","0008","10","199470040600100008","077",,5,26,.15,"0","X",," ",,," "
"199470","9470","04060","003","0011","10","199470040600030011","076",,1,28,.15,"1","I",," ",,," "
"199470","9470","04060","003","0011","10","199470040600030011","077",,1,37,.4,"1","D",," ",,," "
"199470","9470","04060","003","0011","10","199470040600030011","077",,2,36,.3,"1","D",," ",,," "
"199470","9470","04060","007","0012","10","199470040600070012","077",,1,28,.15,"1","D",," ",,," "
"199470","9470","04060","007","0012","10","199470040600070012","077",,2,30,.2,"2","D",," ",,," "
"199470","9470","04060","005","0013","10","199470040600050013","076",,1,52,1.25,"2","I",," ",,," "
"199470","9470","04060","005","0013","10","199470040600050013","076",,2,47,1,"1","I",," ",,," "
"199470","9470","04060","005","0013","10","199470040600050013","077",,1,42,.7,"2","D",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","072",,1,24,.1,"2","D",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","072",,2,24,.1,"2","D",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","072",,3,25,.175,"2","D",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","072",,4,30,.2,"2","D",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","072",,5,26,.1,"2","D",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","073",,1,39,.65,"1","I",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","076",,1,82,5.5,"2","S",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","076",,2,52,1.25,"2","I",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","076",,3,61,2.5,"2","T",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","077",,1,36,.25,"1","D",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","077",,2,41,.45,"2","D",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","077",,3,29,.15,"1","D",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","077",,4,29,.2,"2","R",," ",,," "
"199470","9470","04080","003","0014","10","199470040800030014","077",,5,29,.15,"2","D",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","072",,1,24,.1,"2","D",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","072",,2,31,.2,"2","D",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","072",,3,32,.3,"2","D",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","072",,4,24,.1,"2","I",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","072",,5,28,.15,"2","D",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","076",,1,36,.4,"1","I",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","076",,2,41,.55,"2","I",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","076",,3,35,.35,"2","I",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","076",,4,47,.75,"1","I",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","076",,5,42,.65,"1","I",," ",,," "
"199470","9470","04080","001","0015","10","199470040800010015","077",,1,38,.4,"2","D",," ",,," "
"199470","9470","04080","005","0016","10","199470040800050016","072",,1,26,.15,"2","D",," ",,," "
"199470","9470","04080","005","0016","10","199470040800050016","072",,2,26,.15,"2","D",," ",,," "
"199470","9470","04080","005","0016","10","199470040800050016","072",,3,25,.1,"1","D",," ",,," "
"199470","9470","04080","005","0016","10","199470040800050016","072",,4,25,.1,"2","D",," ",,," "
"199470","9470","04080","005","0016","10","199470040800050016","072",,5,26,.1,"1","D",," ",,," "
"199470","9470","04080","005","0016","10","199470040800050016","076",,1,43,.8,"1","I",," ",,," "
"199470","9470","04080","005","0016","10","199470040800050016","076",,2,40,.6,"1","I",," ",,," "
"199470","9470","04080","005","0016","10","199470040800050016","076",,3,43,.8,"2","I",," ",,," "
"199470","9470","04080","005","0016","10","199470040800050016","076",,4,76,4,"2","D",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","015",,1,74,1.55,"2","X",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","072",,1,23,,"2","D",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","072",,2,24,,"1","D",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","072",,3,22,.1,"1","D",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","072",,4,32,.25,"2","R",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","072",,5,27,.15,"2","D",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","073",,1,31,.3,"1","I",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","076",,1,47,.85,"1","I",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","076",,2,42,.65,"2","I",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","076",,3,32,.3,"1","I",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","076",,4,45,.65,"1","I",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","076",,5,41,.45,"1","I",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","077",,1,35,.35,"2","D",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","077",,2,34,.25,"2","D",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","077",,3,34,.3,"1","D",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","077",,4,38,.4,"2","D",," ",,," "
"199470","9470","04080","002","0017","10","199470040800020017","077",,5,33,.25,"1","D",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","015",,1,52,.625,"1","X",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","015",,2,78,2.2,"1","X",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","015",,3,69,1.4,"1","X",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","015",,4,66,1.2,"1","X",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","015",,5,74,1.5,"1","X",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","072",,1,25,.1,"2","D",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","072",,2,24,.1,"2","D",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","072",,3,26,.15,"2","D",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","072",,4,25,.1,"2","D",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","072",,5,23,.1,"2","I",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","073",,1,39,.75,"1","I",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","076",,1,41,.55,"1","I",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","076",,2,36,.4,"2","I",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","076",,3,63,2.4,"2","D",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","076",,4,40,.65,"2","I",," ",,," "
"199470","9470","04080","006","0018","10","199470040800060018","076",,5,42,.7,"1","I",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","072",,1,24,.126,"2","D",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","072",,2,24,.099,"1","D",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","072",,3,25,.104,"2","D",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","072",,4,22,.087,"1","D",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","072",,5,24,.094,"2","I",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","076",,1,45,,"1","I",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","076",,2,33,.237,"2","I",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","076",,3,40,.512,"2","I",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","076",,4,42,.56,"1","I",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","076",,5,48,.901,"1","I",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","077",,1,41,.461,"2","D",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","077",,2,33,.212,"1","D",," ",,," "
"199470","9470","04060","006","0020","10","199470040600060020","077",,3,26,.12,"1","D",," ",,," "
"199470","9470","04060","002","0021","10","199470040600020021","077",,1,41,.536,"2","I",," ",,," "
"199470","9470","04060","002","0021","10","199470040600020021","077",,2,32,.194,"1","D",," ",,," "
"199470","9470","04060","002","0021","10","199470040600020021","077",,3,27,.109,"1","R",," ",,," "
"199470","9470","04030","003","0022","10","199470040300030022","072",,1,31,.262,"2","D",," ",,," "
"199470","9470","04030","003","0022","10","199470040300030022","072",,2,26,.165,"2","D",," ",,," "
"199470","9470","04030","003","0022","10","199470040300030022","072",,3,28,.191,"2","D",," ",,," "
"199470","9470","04030","003","0022","10","199470040300030022","072",,4,42,.578,"2","D",," ",,," "
"199470","9470","04030","003","0022","10","199470040300030022","072",,5,25,.14,"2","D",," ",,," "
"199470","9470","04030","003","0022","10","199470040300030022","073",,1,63,2.502,"1","T",," ",,," "
"199470","9470","04030","003","0022","10","199470040300030022","073",,2,39,.609,"2","I",," ",,," "
"199470","9470","04030","003","0022","10","199470040300030022","073",,3,26,.164,"1","I",," ",,," "
"199470","9470","04030","005","0023","10","199470040300050023","015",,1,56,.718,"2","X",," ",,," "
"199470","9470","04030","005","0023","10","199470040300050023","015",,2,58,.773,"1","X",," ",,," "
"199470","9470","04030","005","0023","10","199470040300050023","015",,3,52,.583,"1","X",," ",,," "
"199470","9470","04030","005","0023","10","199470040300050023","015",,4,31,.118,"1","X",," ",,," "
"199470","9470","04030","008","0025","10","199470040300080025","072",,1,24,.068,"2","D",," ",,," "
"199470","9470","04030","008","0025","10","199470040300080025","072",,2,24,.095,"1","D",," ",,," "
"199470","9470","04030","008","0025","10","199470040300080025","072",,3,24,.075,"1","D",," ",,," "
"199470","9470","04030","008","0025","10","199470040300080025","072",,4,25,.108,"2","D",," ",,," "
"199470","9470","04030","008","0025","10","199470040300080025","072",,5,23,.073,"2","D",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","015",,1,57,.79,"1","X",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","015",,1,71,1.453,"2","X",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","076",,1,65,2.54,"1","T",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","076",,2,43,.618,"1","I",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","076",,3,33,.216,"1","I",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","076",,4,36,.318,"2","I",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","076",,5,32,.23,"2","I",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","077",,1,37,.307,"1","D",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","077",,2,37,.316,"1","D",," ",,," "
"199470","9470","04030","002","0026","10","199470040300020026","077",,3,34,.206,"1","D",," ",,," "
"199470","9470","04030","006","0028","10","199470040300060028","072",,1,38,.419,"2","D",," ",,," "
"199470","9470","04030","006","0028","10","199470040300060028","072",,2,28,.141,"2","D",," ",,," "
"199470","9470","04030","006","0028","10","199470040300060028","072",,3,34,.269,"2","D",," ",,," "
"199470","9470","04030","006","0028","10","199470040300060028","072",,4,28,.158,"1","T",," ",,," "
"199470","9470","04030","006","0028","10","199470040300060028","072",,5,22,.089,"2","I",," ",,," "
"199470","9470","04030","006","0028","10","199470040300060028","077",,1,48,.679,"2","D",," ",,," "
"199470","9470","04030","006","0028","10","199470040300060028","077",,2,44,.642,"2","D",," ",,," "
"199470","9470","04030","006","0028","10","199470040300060028","077",,3,41,.462,"2","D",," ",,," "
"199470","9470","04030","006","0028","10","199470040300060028","077",,4,35,.295,"2","D",," ",,," "
"199470","9470","04060","008","0029","10","199470040600080029","076",,1,64,2.424,"2","T",," ",,," "
"199470","9470","04060","008","0029","10","199470040600080029","076",,2,42,.601,"2","I",," ",,," "
"199470","9470","04060","008","0029","10","199470040600080029","076",,3,35,.32,"1","I",," ",,," "
"199470","9470","04060","008","0029","10","199470040600080029","076",,4,35,.335,"1","I",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","072",,1,25,.115,"1","R",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","072",,2,28,.149,"2","D",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","072",,3,25,.123,"2","D",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","072",,4,24,.11,"2","D",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","072",,5,24,.099,"2","I",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","076",,1,62,1.183,"2","T",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","076",,2,55,1.417,"2","T",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","076",,3,41,.572,"2","I",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","076",,4,34,.269,"2","I",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","076",,5,45,.703,"2","I",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","077",,1,41,.5,"2","D",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","077",,2,44,.509,"2","D",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","077",,3,42,.562,"2","D",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","077",,4,36,.325,"2","D",," ",,," "
"199470","9470","04030","004","0030","10","199470040300040030","077",,5,38,.364,"2","D",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","015",,1,62,1.009,"2","I",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","015",,1,67,1.16,"1","X",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","015",,2,59,.84,"1","X",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","015",,2,68,1.334,"2","I",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","015",,3,53,.698,"1","X",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","015",,3,63,1.088,"2","I",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","015",,4,54,.579,"1","X",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","015",,4,56,.772,"2","X",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","015",,5,55,.695,"1","X",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","077",,1,42,.523,"2","D",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","077",,2,45,.83,"2","D",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","077",,3,43,.572,"2","D",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","077",,4,38,.387,"2","D",," ",,," "
"199470","9470","04030","001","0031","10","199470040300010031","077",,5,37,.33,"2","D",," ",,," "
"199470","9470","04010","006","0033","10","199470040100060033","073",,1,29,.19,"2","I",," ",,," "
"199470","9470","04010","006","0033","10","199470040100060033","073",,2,39,.557,"2","I",," ",,," "
"199470","9470","04010","006","0033","10","199470040100060033","073",,3,72,4.47,"2","D",," ",,," "
"199470","9470","04010","006","0033","10","199470040100060033","076",,1,61,2.135,"2","T",," ",,," "
"199470","9470","04010","006","0033","10","199470040100060033","076",,2,41,.632,"2","I",," ",,," "
"199470","9470","04010","006","0033","10","199470040100060033","076",,3,39,.376,"2","D",," ",,," "
"199470","9470","04010","006","0033","10","199470040100060033","076",,4,41,.478,"2","D",," ",,," "
"199470","9470","04010","006","0033","10","199470040100060033","076",,5,40,.407,"2","D",," ",,," "
"199470","9470","04070","002","0041","10","199470040700020041","072",,1,23,.095,"2","T",," ",,," "
"199470","9470","04070","002","0041","10","199470040700020041","072",,2,21,.067,"1","T",," ",,," "
"199470","9470","04070","002","0041","10","199470040700020041","072",,3,25,.125,"2","D",," ",,," "
"199470","9470","04070","002","0041","10","199470040700020041","072",,4,33,.261,"2","T",," ",,," "
"199470","9470","04070","002","0041","10","199470040700020041","072",,5,27,.135,"2","D",," ",,," "
"199470","9470","04070","002","0041","10","199470040700020041","076",,1,47,.831,"1","T",," ",,," "
"199470","9470","04070","003","0043","10","199470040700030043","076",,1,60,1.83,"2","T",," ",,," "
"199470","9470","04070","003","0043","10","199470040700030043","076",,2,59,1.78,"2","T",," ",,," "
"199470","9470","04070","005","0044","10","199470040700050044","072",,1,28,.173,"2","D",," ",,," "
"199470","9470","04070","005","0044","10","199470040700050044","072",,2,32,.189,"2","T",," ",,," "
"199470","9470","04070","005","0044","10","199470040700050044","072",,3,23,.085,"2","I",," ",,," "
"199470","9470","04070","005","0044","10","199470040700050044","072",,4,23,.076,"2","I",," ",,," "
"199470","9470","04070","005","0044","10","199470040700050044","072",,5,16,.026,"1","I",," ",,," "
"199570","9570","04020","001","0026","10","199570040200010026","073",,1,58,1.85,"2","T",," ",,," "
"199570","9570","04020","001","0026","10","199570040200010026","073",,2,39,.56,"1","X",," ",,," "
"199570","9570","04020","001","0026","10","199570040200010026","073",,3,50,1.3,"1","T",," ",,," "
"199570","9570","04020","001","0026","10","199570040200010026","073",,4,40,.6,"2","I",," ",,," "
"199570","9570","04020","001","0026","10","199570040200010026","073",,5,43,.7,"1","I",," ",,," "
"199570","9570","04020","002","0027","10","199570040200020027","073",,1,45,.95,"2","I",," ",,," "
"199570","9570","04020","002","0027","10","199570040200020027","073",,2,46,.94,"2","I",," ",,," "
"199570","9570","04020","002","0027","10","199570040200020027","073",,3,42,.75,"1","I",," ",,," "
"199570","9570","04020","002","0027","10","199570040200020027","073",,4,40,.66,"2","I",," ",,," "
"199570","9570","04020","002","0027","10","199570040200020027","076",,1,46,.97,"2","I",," ",,," "
"199570","9570","04020","002","0027","10","199570040200020027","076",,2,41,.56,"1","T",," ",,," "
"199570","9570","04020","002","0027","10","199570040200020027","076",,3,38,.46,"1","I",," ",,," "
"199570","9570","04020","002","0027","10","199570040200020027","076",,4,34,.36,"1","I",," ",,," "
"199670","9670","04080","009","0008","10","199670040800090008","076",,1,61,1.9,"2","T",," ",,," "
"199670","9670","04080","009","0008","10","199670040800090008","076",,2,62,2.2,"2","T",," ",,," "
"199670","9670","04080","009","0008","10","199670040800090008","076",,3,53,1.46,"2","T",," ",,," "
"199670","9670","04080","009","0008","10","199670040800090008","076",,4,51,1.33,"2","T",," ",,," "
"199670","9670","04080","009","0008","10","199670040800090008","076",,5,28,.18,"2","I",," ",,," "
"199670","9670","04080","009","0008","10","199670040800090008","076",,6,50,1.08,"2","T",," ",,," "
"199670","9670","04040","001","0043","10","199670040400010043","076",,1,51,1.11,"2","I",," ",,," "
"199670","9670","04040","001","0043","10","199670040400010043","076",,2,53,1.121,"2","I",," ",,," "
"199670","9670","04040","001","0043","10","199670040400010043","076",,3,51,1.142,"2","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,1,48,1.06,"1","T",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,2,42,.76,"2","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,3,50,1.26,"2","T",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,4,42,.75,"1","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,5,43,.76,"2","T",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,6,46,.96,"1","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,7,82,5.42,"2","T",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,8,58,1.85,"1","T",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,9,31,.33,"1","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,10,32,.33,"2","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,11,31,.27,"1","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,12,34,.42,"1","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,13,48,1,"1","T",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,14,40,.64,"1","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,15,34,.36,"2","I",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,16,56,1.83,"2","T",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,17,61,2.12,"2","T",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","073",,18,54,1.64,"2","T",," ",,," "
"199670","9670","04020","002","0047","10","199670040200020047","192",,1,64,2.46,"1","T",," ",,," "
"199770","9770","04070","003","0005","10","199770040700030005","197",,1,59,3.7,"1","D",," ",,," "
"199770","9770","04070","003","0005","10","199770040700030005","197",,1,59,3.7,"1","D",," ",,," "
"199770","9770","04070","003","0005","10","199770040700030005","197",,2,33,.62,"1","I",," ",,," "
"199770","9770","04070","003","0005","10","199770040700030005","197",,2,33,.62,"1","I",," ",,," "
"199770","9770","04080","001","0007","10","199770040800010007","197",,1,45,1.5,"2","I",," ",,," "
"199770","9770","04080","001","0007","10","199770040800010007","197",,1,45,1.5,"2","I",," ",,," "
"199770","9770","04080","005","0008","10","199770040800050008","197",,1,22,.2,"1","I",," ",,," "
"199770","9770","04080","005","0008","10","199770040800050008","197",,1,22,.2,"1","I",," ",,," "
"199770","9770","04080","008","0009","10","199770040800080009","197",,1,45,1.52,"1","T",," ",,," "
